1010001B22Rik	1010001B22Rik|Gm26808
Gm22102	Gm22102|Gm22103|Gm26475
Gm22108	Gm22108|Gm24798
5430401F13Rik	5430401F13Rik|Gm6619
Gm22109	Gm22109|Gm22291|Gm23284|Gm23647|Gm24089|Gm24312|Gm25018|Gm25212|Gm26391|Rn5s|n-R5s100|n-R5s101|n-R5s102|n-R5s103|n-R5s104|n-R5s105|n-R5s106|n-R5s107|n-R5s108|n-R5s109|n-R5s110|n-R5s111|n-R5s112|n-R5s113|n-R5s114|n-R5s115|n-R5s117|n-R5s118|n-R5s119|n-R5s120|n-R5s121|n-R5s122|n-R5s123|n-R5s124|n-R5s125|n-R5s127|n-R5s128|n-R5s129|n-R5s130|n-R5s131|n-R5s133|n-R5s134|n-R5s136|n-R5s138|n-R5s139|n-R5s141|n-R5s142|n-R5s143|n-R5s144|n-R5s146|n-R5s149|n-R5s93
Gm22112	Gm22112|Gm22419|Gm22992|Gm23943|Gm24092|Gm24802|Gm25754
Gm22113	Gm22113|Gm22443|Gm23095|Gm23140|Gm24319|Gm24521|Gm25431
Gm22114	Gm22114|Gm22260|Gm22307|Gm22360|Gm22549|Gm22633|Gm22756|Gm22950|Gm23402|Gm23422|Gm23453|Gm23460|Gm23523|Gm23690|Gm23805|Gm23934|Gm23966|Gm24086|Gm24162|Gm24182|Gm24267|Gm24465|Gm24517|Gm25235|Gm25253|Gm25312|Gm25457|Gm25524|Gm25578|Gm25829|Gm26104|Gm26203|Gm26245
Gm22115	Gm22115|Gm23923|Gm25274
Gm22120	Gm22120|Gm22696
Gm22129	Gm22129|Gm22448|Gm22808|Gm22977|Gm23003|Gm23355|Gm24508|Gm24754|Gm24861|Gm24925|Gm24927|Gm24928|Gm24968|Gm25245|Gm25547|Gm25810|Gm25873|Gm26295
Gm22132	Gm22132|Gm22463|Gm22616|Gm23189|Gm24975|Gm25708|Gm25736
Gm22150	Gm22150|Gm23834|Gm25053
Gm22154	Gm22154|Gm25788
5430402E10Rik	5430402E10Rik|Gm14744
Gm22166	Gm22166|Gm22678|Gm22775|Gm23288|Gm23569|Gm23651|Gm25158|Gm25316|Gm25451|Gm25753|Gm26229|Gm26491|Mir669j
Gm22171	Gm22171|Gm22427|Gm22707|Gm23251|Gm23256|Gm23521|Gm23577|Gm24520|Gm24659|Gm24752|Gm24932|Gm24938|Gm25068|Gm25196|Gm25349|Gm25947|Gm26443|Gm26506
Gm22175	Gm22175|Gm24022|Gm25747
Gm22190	Gm22190|Gm22254|Gm23403|Gm23694|Gm24096|Gm25019|Gm25942|Gm27514|Gm27703|Mir680-1
Gm22191	Gm22191|Gm23701
Gm22192	Gm22192|Gm25632
Gm22234	Gm22234|Gm25297
Gm22251	Gm22251|Gm22259|Gm22264|Gm22597|Gm22886|Gm23512|Gm23610|Gm24292|Gm25453|Gm25739|Gm26378|Gm26430
Gm22256	Gm22256|Gm23739|Gm24020|Gm25933|Mir713
Gm22263	Gm22263|Gm24218|Gm24569|Gm25024
6720489N17Rik	6720489N17Rik|Gm5141
Gm22265	Gm22265|Gm24871
Gm22270	Gm22270|Gm26387
Gm22290	Gm22290|Gm22823|Gm23622|Gm23629|Gm23926|Gm24316|Gm24424|Gm24540|Gm24705|Gm25204|Gm25328|Gm25380|Gm25670|Gm25781|Gm26228|Gm26328
Gm22294	Gm22294|Gm22364
Gm22295	Gm22295|Gm22301|Gm22421|Gm22458|Gm22505|Gm22682|Gm22798|Gm23038|Gm23096|Gm23269|Gm23379|Gm23725|Gm23733|Gm23941|Gm24260|Gm24456|Gm24457|Gm24458|Gm24584|Gm24614|Gm24704|Gm25039|Gm25080|Gm25127|Gm25132|Gm25199|Gm25404|Gm25681|Gm25696|Gm25755|Gm25869|Gm26107|Gm26166|Gm26204|Gm26465
Gm22298	Gm22298|Gm24451
Gm22299	Gm22299|Gm22353|Snora2b
Gm22302	Gm22302|Gm22822|Gm23815|Gm23847|Gm24708|Gm25326|Gm25790|Gm25798|Gm26054|Gm26327
Gm22306	Gm22306|Gm22352|Gm22502|Gm22997|Gm23369|Gm23452|Gm23503|Gm23691|Gm23731|Gm23814|Gm23846|Gm24461|Gm25081|Gm25258|Gm25512|Gm25516|Gm25518|Gm25583|Gm26127|Gm26496
Gm22308	Gm22308|Gm22450|Gm22583|Gm22618|Gm22716|Gm22740|Gm22974|Gm23092|Gm23151|Gm23570|Gm23712|Gm23932|Gm24097|Gm24121|Gm24242|Gm24311|Gm24538|Gm24897|Gm25211|Gm25473|Gm25525|Gm25672|Gm25937|Gm26285|Gm26335
9030624G23Rik	9030624G23Rik|Gm10479
Gm22317	Gm22317|Gm22513|Gm22634|Gm23804|Gm24305|Gm25679|Gm26444
Gm22323	Gm22323|Gm23931
Gm22346	Gm22346|Gm24427
Gm22349	Gm22349|Gm22885
Gm22363	Gm22363|Gm22418|Gm22828|Gm23002|Gm23462|Gm23648|Gm23924|Gm24536|Gm24565|Gm24592|Gm24611|Gm25021|Gm25327|Gm25737|Gm26058|Gm26501
Gm22398	Gm22398|Gm22625|Gm22639|Gm23158|Gm25692|Gm27743|Gm28017
Gm22414	Gm22414|Gm23292|Gm25100
Gm22416	Gm22416|Gm25119
Gm22420	Gm22420|Gm24979|Gm25195|Gm25731
Gm22442	Gm22442|Gm23386
9230110F15Rik	9230110F15Rik|Gm5916
Gm22444	Gm22444|Gm22638|Gm22747|Gm22969|Gm23042|Gm23103|Gm23307|Gm23445|Gm23614|Gm23714|Gm23942|Gm24414|Gm24464|Gm24596|Gm24797|Gm25286|Gm25405|Gm25450|Gm25671|Gm25684|Gm25815|Gm26056|Gm26176|Gm26325
Gm22447	Gm22447|Gm23561|Gm23568|Gm24568|Gm24829
Gm22459	Gm22459|Gm23406
Gm22460	Gm22460|Gm25197|Gm25534
Gm22466	Gm22466|Gm23490|Gm23962|Mir344d-1|Mir344d-2|Mir344d-3
Gm22474	Gm22474|Gm22645|Gm23186|Gm23264|Gm23649|Gm23947|Gm24389|Gm24492|Gm24722|Gm25008|Gm25598|Gm25618|Gm25935|Rnu6
Gm22475	Gm22475|Gm23400|Gm25872
Gm22476	Gm22476|Gm26133
Gm22517	Gm22517|Gm23005|Gm23261|Gm24077|Gm24199|Gm24868
Gm22547	Gm22547|Gm22903|Gm23976
9930111J21Rik1	9930111J21Rik1|9930111J21Rik2
Gm22548	Gm22548|Gm25035|Gm25472
Gm22555	Gm22555|Gm22621|Gm23552|Gm23977|Gm24072|Gm24676|Gm24712
Gm22569	Gm22569|Gm25240|Gm27512
Gm22577	Gm22577|Gm24481
Gm22614	Gm22614|Gm23330|Gm23511|Gm23686|Gm24046|Gm24136|Gm24830|Gm25890|Gm26232|Gm26442|Rnu1b1|Rnu1b2|Rnu1b6
Gm22615	Gm22615|Gm23713
Gm22617	Gm22617|Gm22745
Gm22619	Gm22619|Gm23936|Gm24721|Gm26067
Gm22622	Gm22622|Gm22723
Gm22624	Gm22624|Gm22832|Gm23052|Gm23770|Gm23863|Gm24828|Gm25359|Gm25729
A930015D03Rik	A930015D03Rik|BC023719
Gm22628	Gm22628|Gm24018|Gm24261|Gm24863|Gm24870|Gm24873|Gm25020|Gm25186|Gm25448|Gm26064|Gm26129
Gm22715	Gm22715|Gm44493
Gm22722	Gm22722|Gm22833|Gm25065|Gm25891
Gm22750	Gm22750|Mir692-3
Gm22757	Gm22757|Gm22758|Gm22759|Gm22761
Gm22774	Gm22774|Mir692-1
Gm22786	Gm22786|Gm24988
Gm22802	Gm22802|Gm24369
Gm22825	Gm22825|Gm23646|Gm24159|Gm26241|Gm28019
Gm22852	Gm22852|Gm24135|Gm24302|Gm24643|Gm25070
AA792892	AA792892|C87414|Gm3259|Gm6205|Gm6367
Gm22862	Gm22862|Gm23215|Gm24795
Gm22908	Gm22908|Gm23018|Gm24466|Gm24542|Gm26140|Gm27682
Gm22913	Gm22913|Gm24710
Gm22917	Gm22917|Gm23358|Gm23771|Gm24180|Gm25198|Gm25537|Gm26134|Gm27785
Gm22918	Gm22918|Gm23252|Gm25287
Gm22925	Gm22925|Mir669f|Mir669m-1
Gm22981	Gm22981|Gm23736
Gm22988	Gm22988|Gm25291
Gm22991	Gm22991|Gm23304|Gm24567|Gm25123
Gm23017	Gm23017|Gm24463|Gm26135|Snord50a|Snord50b
AC099934.1	AC099934.1|AC157822.1
Gm23021	Gm23021|Gm25426
Gm23045	Gm23045|Gm25707
Gm23049	Gm23049|Gm24307|Gm24370|Gm25458|Gm26386
Gm23050	Gm23050|Gm25730|Gm26057
Gm23064	Gm23064|Gm25355|Gm25571|Mir3471-2
Gm22724	Gm22724|Gm23079
Gm23081	Gm23081|Gm24065
Gm23087	Gm23087|Mir297-1
Gm23108	Gm23108|Gm23988|Gm24028|Gm24167|Gm24673|Gm26060|Gm26156|Gm26426|Mir669g
Gm23115	Gm23115|Gm23964
1700010D01Rik	1700010D01Rik|Gm5941
AC099934.2	AC099934.2|AC157822.2
Gm23136	Gm23136|Snord16a
Gm23142	Gm23142|Gm24423|Gm26240
Gm23143	Gm23143|Gm23287|Gm25099
Gm23177	Gm23177|Gm25110|Gm25775
Gm23243	Gm23243|Gm23616|Gm24196
Gm23255	Gm23255|Gm24934|Gm25255|Gm25871|Gm26399
Gm23266	Gm23266|Gm23311
Gm23282	Gm23282|Gm25084
Gm23291	Gm23291|Gm23872
Gm23306	Gm23306|Gm24437|Gm24801|Gm25465
AC124193.1	AC124193.1|Gm26381|n-R5s33
Gm23365	Gm23365|Gm24303|Gm25535|Gm27690
Gm22655	Gm22655|Gm23368
Gm23413	Gm23413|Gm26268|Gm26269|Mir3470b
Gm23443	Gm23443|Snora61
Gm23444	Gm23444|Gm23849|Gm23971|Gm24950|Gm26316|Rnu2-10
Gm23472	Gm23472|Gm24497|Gm25360|Gm25939
Gm23475	Gm23475|Gm28020
Gm23513	Gm23513|Gm25989
Gm23542	Gm23542|Mir669b|Mir669m-2
Gm23546	Gm23546|Gm23598
AC125099.1	AC125099.1|AC125099.2
Gm23550	Gm23550|Gm23844|Gm24766|Gm25171|Gm25774|Gm25778|Gm25817|Gm26248
Gm23606	Gm23606|Gm24617
Gm23612	Gm23612|Gm23659|Gm23689|Gm24755|Gm25548|Gm26095
Gm23620	Gm23620|Gm25208|Gm25228|Gm25353|Gm25892
Gm23632	Gm23632|Gm27754
Gm23658	Gm23658|Snora19
Gm23707	Gm23707|Gm26082|Gm26423
Gm23711	Gm23711|Gm24091
Gm23798	Gm23798|Gm24973|Gm25299
Gm23802	Gm23802|Gm24332|Gm25959|Gm25972
AC139186.1	AC139186.1|Gm24698
Gm23806	Gm23806|n-R5s3
Gm23812	Gm23812|Gm24333
Gm23840	Gm23840|Gm24756
Gm23910	Gm23910|Gm24326
Gm23925	Gm23925|Gm24411
Gm22782	Gm22782|Gm23948
Gm23952	Gm23952|Gm24017|Gm24300|Mir683-1|Mir683-2
Gm23992	Gm23992|Gm26231
Gm24029	Gm24029|Gm24151
Gm23826	Gm23826|Gm24066
AC151602.1	AC151602.1|Tulp2
Gm24095	Gm24095|Gm24539
Gm24098	Gm24098|Gm25381
Gm24115	Gm24115|Gm24933|Gm27438
Gm24147	Gm24147|Gm24493|Gm26494
Gm24253	Gm24253|Snord1b|Snord1c
Gm24265	Gm24265|Gm24407
Gm2431	Gm2431|Gm4559|Krtap5-1
Gm24314	Gm24314|Gm25066
Gm24365	Gm24365|Gm27592
Gm24405	Gm24405|Gm26110
AC151602.2	AC151602.2|Bcat2
Gm24496	Gm24496|Gm25086
Gm24509	Gm24509|Gm25358|Gm26152
Gm24573	Gm24573|n-R5s193
Gm24701	Gm24701|Gm25354
Gm24706	Gm24706|Snora70
Gm24846	Gm24846|Gm27995
Gm24923	Gm24923|Mir344f|Mir344i
Gm24924	Gm24924|Gm26244
Gm24935	Gm24935|Gm25649|Gm25700
Gm24949	Gm24949|Rnu3b1|Rnu3b2|Rnu3b3|Rnu3b4
AF067061	AF067061|Tcstv1
Gm24954	Gm24954|Gm26209|Mir680-2
Gm25022	Gm25022|Mir467a-1|Mir467a-10|Mir467a-2|Mir467a-3|Mir467a-4|Mir467a-5|Mir467a-6|Mir467a-7|Mir467a-8|Mir467a-9|Mir467b|Mir467c|Mir467d|Mir467e
Gm25189	Gm25189|Gm25704|Gm26505
Gm25263	Gm25263|Gm26092|Mir669a-1|Mir669a-10|Mir669a-11|Mir669a-12|Mir669a-2|Mir669a-3|Mir669a-4|Mir669a-5|Mir669a-6|Mir669a-7|Mir669a-8|Mir669a-9|Mir669o|Mir669p-1|Mir669p-2
Gm24891	Gm24891|Gm25276
Gm25285	Gm25285|Gm25943|Mir466|Mir466b-1|Mir466b-2|Mir466b-3|Mir466b-4|Mir466b-5|Mir466b-6|Mir466b-7|Mir466b-8|Mir466c-1|Mir466c-2|Mir466e|Mir466o|Mir466p
Gm25296	Gm25296|Snord95
Gm25313	Gm25313|Rnu5g
Gm25410	Gm25410|Gm25635
Gm22425	Gm22425|Gm25436
AI987944	AI987944|AW146154
Gm25481	Gm25481|Gm25728
Gm25483	Gm25483|Gm25804
Gm25510	Gm25510|Gm26303|Mir467h
Gm25619	Gm25619|Gm26271
Gm25640	Gm25640|Gm28010|Gm44453
Gm25675	Gm25675|n-R5s58|n-R5s64
Gm23159	Gm23159|Gm25690
Gm25818	Gm25818|Gm26264
Gm26190	Gm26190|Gm26298
Gm26194	Gm26194|Mir3472
AK157302	AK157302|Isca1
Gm24487	Gm24487|Gm26296
Gm26300	Gm26300|Mir682
Gm26302	Gm26302|Gm44298|Gm44407|Gm44452|Gm44480|Gm44496|Gm44499
Gm26375	Gm26375|Gm26500
Gm26376	Gm26376|Gm26429|Gm27359
Gm25617	Gm25617|Gm26419
Gm26525	Gm26525|Gm26867
Gm26553	Gm26553|Gm26689
Gm26639	Gm26639|Platr2
Gm26939	Gm26939|Vmn2r1|Vmn2r2|Vmn2r3|Vmn2r4|Vmn2r5|Vmn2r6|Vmn2r7
AL645522.1	AL645522.1|Gm24958
Gm26940	Gm26940|Mir219a-1
Gm27175	Gm27175|Gm27223
Gm27176	Gm27176|Gm27221
Gm27179	Gm27179|Synb
Gm27317	Gm27317|Mir6375
Gm27331	Gm27331|Mir7684
Gm27336	Gm27336|Mir7649
Gm27341	Gm27341|Gm27839|Gm27892|Gm27910|Gm44333
Gm27397	Gm27397|Gm27525
Gm27428	Gm27428|Mir6382
1700011M02Rik	1700011M02Rik|Gm9112
AV320801	AV320801|Gm15023|Gm5128|Gm7903|Pramel3
Gm27437	Gm27437|Gm27459
Gm27463	Gm27463|Gm27618|Gm27622|Gm27742|Gm27924
Gm27466	Gm27466|Gm27663|Gm27701|Gm28018
Gm27471	Gm27471|Mir6970
Gm27501	Gm27501|Gm27704
Gm27552	Gm27552|Gm27844|Mir6546
Gm27598	Gm27598|Mir7679
Gm27722	Gm27722|Mir6388
Gm27740	Gm27740|Gm27775
Gm27825	Gm27825|Gm28023
AW822073	AW822073|Duxf3
Gm27903	Gm27903|Gm44310
Gm28037	Gm28037|Rpl24
Gm28045	Gm28045|Prnd
Gm28046	Gm28046|Rdh9
Gm28072	Gm28072|Gm28129|Gm28174|Gm28297|Gm28301|Gm28522|Gm28565|Gm28595|Gm28617|Gm28765|Gm28834|Gm28930|Gm28954|Gm28987|Gm29166|Gm29286|Gm29360|Gm29405|Gm29426|Gm29498|Gm29504|Gm29557|Gm29578|Gm30174|Gm34550|Gm36261|Gm37865|Gm38084
Gm28073	Gm28073|Gm28091|Gm28127|Gm28147|Gm28170|Gm28176|Gm28280|Gm28295|Gm28296|Gm28298|Gm28300|Gm28325|Gm28326|Gm28331|Gm28357|Gm28425|Gm28426|Gm28430|Gm28456|Gm28460|Gm28464|Gm28486|Gm28521|Gm28550|Gm28619|Gm28690|Gm28692|Gm28697|Gm28725|Gm28761|Gm28850|Gm28962|Gm28994|Gm29043|Gm29130|Gm29132|Gm29191|Gm29210|Gm29215|Gm29315|Gm29329|Gm29353|Gm29363|Gm29522|Gm29527|Gm29532|Gm29581|Gm29655|Gm30353|Gm30686|Gm34716|Gm35070|Gm36467|Gm36941|Gm37130|Gm37231|Gm37378|Gm37734|Gm37740|Gm38159|Gm38363
Gm28074	Gm28074|Gm28081|Gm28082|Gm28088|Gm28089|Gm28108|Gm28124|Gm28130|Gm28131|Gm28133|Gm28135|Gm28152|Gm28173|Gm28197|Gm28202|Gm28207|Gm28208|Gm28218|Gm28220|Gm28225|Gm28236|Gm28242|Gm28245|Gm28249|Gm28252|Gm28259|Gm28260|Gm28274|Gm28278|Gm28279|Gm28284|Gm28291|Gm28293|Gm28310|Gm28311|Gm28316|Gm28318|Gm28332|Gm28338|Gm28365|Gm28367|Gm28393|Gm28394|Gm28405|Gm28407|Gm28422|Gm28432|Gm28440|Gm28445|Gm28454|Gm28457|Gm28458|Gm28463|Gm28470|Gm28472|Gm28475|Gm28485|Gm28487|Gm28488|Gm28491|Gm28518|Gm28519|Gm28520|Gm28540|Gm28545|Gm28549|Gm28568|Gm28570|Gm28600|Gm28606|Gm28613|Gm28632|Gm28633|Gm28663|Gm28668|Gm28670|Gm28672|Gm28673|Gm28674|Gm28679|Gm28684|Gm28687|Gm28691|Gm28701|Gm28726|Gm28733|Gm28735|Gm28741|Gm28753|Gm28754|Gm28762|Gm28764|Gm28771|Gm28774|Gm28789|Gm28799|Gm28813|Gm28816|Gm28820|Gm28832|Gm28842|Gm28853|Gm28889|Gm28938|Gm28947|Gm28950|Gm28963|Gm28964|Gm28965|Gm28966|Gm28971|Gm28993|Gm28999|Gm29021|Gm29027|Gm29056|Gm29061|Gm29070|Gm29071|Gm29074|Gm29081|Gm29098|Gm29108|Gm29116|Gm29117|Gm29122|Gm29131|Gm29158|Gm29162|Gm29182|Gm29190|Gm29198|Gm29203|Gm29204|Gm29207|Gm29217|Gm29219|Gm29220|Gm29225|Gm29248|Gm29255|Gm29265|Gm29271|Gm29274|Gm29275|Gm29278|Gm29297|Gm29301|Gm29303|Gm29311|Gm29313|Gm29321|Gm29324|Gm29338|Gm29342|Gm29368|Gm29373|Gm29381|Gm29386|Gm29393|Gm29399|Gm29409|Gm29416|Gm29421|Gm29425|Gm29436|Gm29444|Gm29445|Gm29447|Gm29450|Gm29457|Gm29467|Gm29473|Gm29497|Gm29511|Gm29537|Gm29547|Gm29549|Gm29555|Gm29565|Gm29569|Gm29584|Gm29606|Gm29616|Gm29625|Gm29628|Gm29646|Gm29662|Gm29672|Gm30045|Gm30705|Gm31422|Gm31942|Gm32114|Gm32181|Gm33954|Gm36345|Gm36950|Gm37071|Gm37147|Gm37252|Gm37286|Gm37344|Gm37346|Gm37434|Gm37454|Gm37462|Gm37467|Gm37473|Gm37572|Gm37577|Gm37654|Gm37687|Gm37690|Gm37721|Gm37739|Gm37840|Gm37870|Gm37875|Gm37952|Gm38003|Gm38013|Gm38168|Gm38174|Gm38370|Gm38371
Gm28103	Gm28103|Gm28137|Gm28482|Gm28612|Gm28664|Gm28702|Gm28709|Gm28887|Gm29060|Gm29082|Gm29090|Gm29209|Gm29380|Gm29433|Gm29566
Gm28104	Gm28104|Gm28109|Gm28134|Gm28138|Gm28157|Gm28201|Gm28206|Gm28226|Gm28246|Gm28250|Gm28254|Gm28276|Gm28315|Gm28317|Gm28333|Gm28346|Gm28352|Gm28395|Gm28427|Gm28431|Gm28444|Gm28469|Gm28509|Gm28538|Gm28547|Gm28561|Gm28571|Gm28593|Gm28681|Gm28696|Gm28704|Gm28718|Gm28732|Gm28743|Gm28758|Gm28772|Gm28775|Gm28798|Gm28823|Gm28824|Gm28839|Gm28852|Gm28866|Gm28878|Gm28880|Gm28898|Gm28945|Gm28948|Gm28955|Gm28972|Gm28977|Gm29025|Gm29028|Gm29046|Gm29063|Gm29077|Gm29091|Gm29146|Gm29194|Gm29222|Gm29226|Gm29252|Gm29270|Gm29302|Gm29305|Gm29309|Gm29364|Gm29379|Gm29384|Gm29392|Gm29446|Gm29449|Gm29472|Gm29612|Gm29622|Gm29632|Gm29636|Gm29654|Gm29660|Gm29671|Gm37075|Gm37112|Gm37157|Gm37263|Gm37451|Gm37538|Gm37547|Gm37574|Gm37657|Gm37798|Gm37937|Gm37948|Gm38028|Gm38054|Gm38072|Gm38136|Gm38209|Gm38296
Gm28126	Gm28126|Gm28212|Gm28233|Gm28244|Gm28264|Gm28313|Gm28348|Gm28355|Gm28406|Gm28421|Gm28462|Gm28908|Gm28944|Gm28985|Gm29003|Gm29023|Gm29078|Gm29080|Gm29250|Gm29404|Gm29568|Gm34217|Gm35670|Gm37561|Gm37656
AY761184	AY761184|Defa-rs1|Gm14851|Gm7849|Gm7861
Gm28217	Gm28217|Gm28986|Gm29648|Gm37059
Gm28235	Gm28235|Gm29423
Gm28345	Gm28345|Gm28970
Gm28372	Gm28372|Tmem239
Gm28541	Gm28541|Gm28585|Gm28811|Gm37808|Gm38127|Gm38361
Gm28557	Gm28557|Zfp708
Gm28817	Gm28817|Gm29193|Gm29206|Gm29343
Gm28967	Gm28967|Scarna10
Gm29089	Gm29089|Gm29277
Gm29362	Gm29362|Mir3068
Acaa1a	Acaa1a|Acaa1b
Gm3015	Gm3015|Gm6401|Gm7929|Gm8220
Gm30214	Gm30214|Gm43650
Gm3055	Gm3055|Zfp781
Gm31748	Gm31748|Gm37847
Gm3428	Gm3428|Gm3434
Gm3633	Gm3633|Gm9611
Gm36551	Gm36551|Gm43495
Gm36987	Gm36987|Gm37032|Gm37222|Gm38094
Gm37087	Gm37087|Gm37752
Gm37167	Gm37167|Gm37375|Gm37471|Gm38226
Acnat1	Acnat1|Acnat2
Gm37226	Gm37226|Gm37833
Gm37282	Gm37282|Gm37665|Gm43535
Gm37327	Gm37327|Ighd5-7
Gm37371	Gm37371|Gm37385
Gm37389	Gm37389|Pmp2
Gm37513	Gm37513|Gm38378
Gm37724	Gm37724|Gm38110
Gm37993	Gm37993|Gm38214
Gm38119	Gm38119|Lce1f|Lce1g|Lce1h|Lce1i
Gm3912	Gm3912|Zfp772
Adam20	Adam20|Adam25|Adam39
Gm4070	Gm4070|Gvin1
Gm42553	Gm42553|Gm42887|Gm43042|Gm43694
Gm42605	Gm42605|Gm42634|Gm43836
Gm42687	Gm42687|Gm43520
Gm42713	Gm42713|Gm43546
Gm42742	Gm42742|Pagr1a
Gm4297	Gm4297|Gm5934
Gm4301	Gm4301|Gm4302|Gm4303|Gm4305|Gm4307|Gm4308|Gm4312|Gm4781|Gm9476
Gm43107	Gm43107|Gm43521|Gm43590
Gm43218	Gm43218|Igkv8-16
Adam26a	Adam26a|Adam26b|Adam34|Gm5346
Gm44268	Gm44268|Gm44379
Gm44297	Gm44297|Gm44346
Gm44323	Gm44323|Gm44393|Gm44460
Gm44339	Gm44339|Gm44481
Gm44342	Gm44342|Gm44356|Gm44383|Gm44479
Gm44444	Gm44444|Olfr774|Olfr775|Olfr776|Olfr787
Gm44456	Gm44456|n-Ts24
Gm4461	Gm4461|Olfr239|Olfr55
Gm4794	Gm4794|Sult3a1
Gm4884	Gm4884|Gm5114|Gm5592
Adam4	Adam4|Gm4787
Gm5072	Gm5072|Gm8914
Gm5097	Gm5097|Gm7237
Gm5407	Gm5407|Gm7275
Gm5580	Gm5580|Gm8994
Gm5773	Gm5773|Tdpoz2
Gm5868	Gm5868|Slc10a4
Gm6351	Gm6351|Gm6502|Gm6509|Gm7682|Gm7942|Gm7982
Gm6811	Gm6811|Gm7168|Gm7356
Gm6880	Gm6880|Gm6890
Gm7298	Gm7298|Mug1|Mug2
Adam6a	Adam6a|Adam6b
Gm8225	Gm8225|Rps2
Gm8765	Gm8765|Gm906
Gm8871	Gm8871|Gm8890|Gm8897|Gm8906|Gm8926
Gm8882	Gm8882|Prpmp5
Gm9117	Gm9117|Gm9125|Tdpoz1
Gm9268	Gm9268|Vmn2r57|Vmn2r62|Vmn2r63
Gsdmc	Gsdmc|Gsdmc2|Gsdmc3|Gsdmc4
Gstp1	Gstp1|Gstp2
Gzmd	Gzmd|Gzme
Gm8909	Gm8909|H2-Bl
Adnp	Adnp|Gm20716
H2-D1	H2-D1|H2-K1
H2-DMb1	H2-DMb1|H2-DMb2
H2-M10.3	H2-M10.3|H2-M10.5
H2-Q5	H2-Q5|H2-Q7
H2-T10	H2-T10|H2-T22
Hamp	Hamp|Hamp2
Hba-a1	Hba-a1|Hba-a2
Hbq1a	Hbq1a|Hbq1b
Hist1h2ab	Hist1h2ab|Hist1h2ac|Hist1h2ad|Hist1h2ae|Hist1h2af|Hist1h2ag|Hist1h2ah|Hist1h2ai|Hist1h2ak|Hist1h2al|Hist1h2an|Hist1h2ao|Hist1h2ap
Hist1h2ba	Hist1h2ba|Hist1h2bb|Hist1h2bf|Hist1h2bg|Hist1h2bh|Hist1h2bj|Hist1h2bk|Hist1h2bl|Hist1h2bm|Hist1h2bn
1700012L04Rik	1700012L04Rik|Gm14474|Gm14475|Gm14476|Gm14477|Gm14478|Gm14479|Gm14482|Gm14483|Gm14484|Gm14501|Gm4906|Gm5132|Gm5382
Afmid	Afmid|Gm20708
Hist1h2bq	Hist1h2bq|Hist1h2br
Hist1h3a	Hist1h3a|Hist1h3b|Hist1h3c|Hist1h3d|Hist1h3g|Hist1h3h|Hist1h3i
Hist1h3e	Hist1h3e|Hist1h3f
Hist1h4b	Hist1h4b|Hist1h4c|Hist1h4d|Hist1h4f|Hist1h4h|Hist1h4k|Hist1h4m|Hist1h4n
Hist2h2aa1	Hist2h2aa1|Hist2h2aa2|Hist2h2ac
Hsd3b3	Hsd3b3|Hsd3b6
Hspa1a	Hspa1a|Hspa1b
Ifi205	Ifi205|Mnda
Ifit3	Ifit3|Ifit3b
Ifna1	Ifna1|Ifna11|Ifna12|Ifna13|Ifna14|Ifna15|Ifna4|Ifna5|Ifna6|Ifna7|Ifna9
Akap2	Akap2|Pakap
Ifnl2	Ifnl2|Ifnl3
Ighv1-15	Ighv1-15|Ighv1-23
Ighv1-16	Ighv1-16|Ighv1-24
Ighv1-18	Ighv1-18|Ighv1-19|Ighv1-20|Ighv1-22|Ighv1-26|Ighv1-31|Ighv1-34|Ighv1-36|Ighv1-37|Ighv1-39|Ighv1-42|Ighv1-43
Ighv1-4	Ighv1-4|Ighv1-7
Ighv1-50	Ighv1-50|Ighv1-52|Ighv1-53|Ighv1-54|Ighv1-55|Ighv1-59|Ighv1-61|Ighv1-62-3|Ighv1-63|Ighv1-64|Ighv1-69|Ighv1-72|Ighv1-74|Ighv1-76|Ighv1-77|Ighv1-78|Ighv1-9
Ighv1-56	Ighv1-56|Ighv1-66|Ighv1-75|Ighv1-80|Ighv1-82|Ighv1-84|Ighv1-85
Ighv1-58	Ighv1-58|Ighv1-81
Ighv1-62-2	Ighv1-62-2|Ighv1-71
Ighv10-1	Ighv10-1|Ighv10-3
Akr1c12	Akr1c12|Akr1c13
Ighv11-1	Ighv11-1|Ighv11-2
Ighv14-1	Ighv14-1|Ighv14-2|Ighv14-3|Ighv14-4
Ighv2-2	Ighv2-2|Ighv2-4|Ighv2-5|Ighv2-6|Ighv2-6-8|Ighv2-9
Ighv2-3	Ighv2-3|Ighv2-9-1
Ighv3-1	Ighv3-1|Ighv3-6
Ighv5-12	Ighv5-12|Ighv5-12-4|Ighv5-15|Ighv5-17|Ighv5-4|Ighv5-6|Ighv5-9|Ighv5-9-1
Ighv6-3	Ighv6-3|Ighv6-4|Ighv6-5|Ighv6-6
Ighv7-2	Ighv7-2|Ighv7-3|Ighv7-4
Ighv8-11	Ighv8-11|Ighv8-12|Ighv8-13|Ighv8-5|Ighv8-6|Ighv8-8|Ighv8-9
Ighv9-1	Ighv9-1|Ighv9-2|Ighv9-3|Ighv9-4
Amd1	Amd1|Amd2
Igkv1-110	Igkv1-110|Igkv1-117|Igkv1-122
