"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster"
"GO:00458075","GO:0045807","positive regulation of endocytosis","6/70","112/15217",1.24203181666211e-05,0.000422146395360854,0.000224082606824963,"CCL2/IL1B/C3/CD14/TNF/APOE",6,"11"
"GO:00700981","GO:0070098","chemokine-mediated signaling pathway","5/70","66/15217",1.28096789449213e-05,0.00042548513131824,0.000225854865607824,"CCL2/CCL3L3/CCL4/EDN1/CCL8",5,"11"
"GO:00506731","GO:0050673","epithelial cell proliferation","9/70","321/15217",1.55245145614304e-05,0.000479501353756452,0.000254527610579257,"CCL2/EGR3/ID2/PDGFB/NR4A3/TNF/GPX1/APOE/CEBPB",9,"11"
"GO:00714172","GO:0071417","cellular response to organonitrogen compound","11/70","498/15217",1.55842041077191e-05,0.000479501353756452,0.000254527610579257,"CCL2/IL1B/EGR1/PTGS2/EDN1/NR4A3/NR4A2/PDK4/TNF/KLF10/CEBPB",11,"11"
"GO:00509211","GO:0050921","positive regulation of chemotaxis","6/70","119/15217",1.75664078020632e-05,0.000518652626317483,0.000275309783096663,"CCL2/CCL4/EDN1/PDGFB/C3AR1/TMSB4X",6,"11"
"GO:19059525","GO:1905952","regulation of lipid localization","6/70","119/15217",1.75664078020632e-05,0.000518652626317483,0.000275309783096663,"IL1B/SPP1/C3/EDN1/TNF/APOE",6,"11"
"GO:00712163","GO:0071216","cellular response to biotic stimulus","7/70","180/15217",1.84461970648033e-05,0.000539182340204201,0.00028620731024758,"CCL2/IL1B/TRIB1/CD14/IRAK2/TNF/CEBPB",7,"11"
"GO:00715051","GO:0071505","response to mycophenolic acid","2/70","2/15217",2.08601578551632e-05,0.000568361050824609,0.000301695874431631,"EGR1/PDGFB",2,"11"
"GO:19059542","GO:1905954","positive regulation of lipid localization","5/70","73/15217",2.09999977725138e-05,0.000568361050824609,0.000301695874431631,"IL1B/SPP1/C3/EDN1/APOE",5,"11"
"GO:19030351","GO:1903035","negative regulation of response to wounding","5/70","74/15217",2.24418094047332e-05,0.000601811090734269,0.00031945173406641,"SPP1/EDN1/PDGFB/PLAUR/APOE",5,"11"
"GO:00454443","GO:0045444","fat cell differentiation","7/70","190/15217",2.61364998036177e-05,0.000676079548017473,0.000358874715514974,"EGR2/PTGS2/NR4A3/NR4A2/TNF/GPX1/CEBPB",7,"11"
"GO:00015032","GO:0001503","ossification","9/70","344/15217",2.68206288076758e-05,0.000686236569025702,0.000364266237911261,"EGR2/SRGN/SPP1/PTGS2/TNF/PTGER4/KLF10/TMSB4X/CEBPB",9,"11"
"GO:00705422","GO:0070542","response to fatty acid","5/70","77/15217",2.72334731464185e-05,0.000686236569025702,0.000364266237911261,"CCL2/PTGS2/EDN1/PDK4/PTGER4",5,"11"
"GO:00024371","GO:0002437","inflammatory response to antigenic stimulus","4/70","39/15217",2.99062653178489e-05,0.000740813673932815,0.000393236708996514,"C3/KDM6B/TNF/GPX1",4,"11"
"GO:00510444","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","3/70","14/15217",3.2723861983994e-05,0.000786934084707507,0.00041771822059487,"IL1B/TNF/APOE",3,"11"
"GO:00096364","GO:0009636","response to toxic substance","7/70","197/15217",3.29572397014401e-05,0.000786934084707507,0.00041771822059487,"CCL4/PTGS2/KDM6B/TNF/CDKN1A/GPX1/APOE",7,"11"
"GO:00513532","GO:0051353","positive regulation of oxidoreductase activity","4/70","40/15217",3.31142293599122e-05,0.000786934084707507,0.00041771822059487,"IL1B/EDN1/TNF/APOE",4,"11"
"GO:00069092","GO:0006909","phagocytosis","7/70","209/15217",4.80309317406532e-05,0.0011077945510126,0.000588036504741907,"CCL2/IL1B/C3/ACTB/CD14/TNF/ACTG1",7,"11"
"GO:00510902","GO:0051090","regulation of DNA binding transcription factor activity","9/70","371/15217",4.83606057061539e-05,0.0011077945510126,0.000588036504741907,"IL1B/SGK1/TRIB1/ID2/IRAK2/EDN1/TNF/NFKBID/TMSB4X",9,"11"
"GO:00301951","GO:0030195","negative regulation of blood coagulation","4/70","46/15217",5.79120756691789e-05,0.00122398839575701,0.000649714206869592,"EDN1/PDGFB/PLAUR/APOE",4,"11"
"GO:00423452","GO:0042345","regulation of NF-kappaB import into nucleus","4/70","46/15217",5.79120756691789e-05,0.00122398839575701,0.000649714206869592,"IL1B/PTGS2/TNF/TMSB4X",4,"11"
"GO:00069794","GO:0006979","response to oxidative stress","9/70","380/15217",5.82054009614176e-05,0.00122398839575701,0.000649714206869592,"PTGS2/KDM6B/EDN1/NR4A3/NR4A2/MCL1/TNF/GPX1/APOE",9,"11"
"GO:00026833","GO:0002683","negative regulation of immune system process","9/70","383/15217",6.1842019702071e-05,0.00126419426635278,0.00067105617826098,"CCL2/TRIB1/CD14/TNF/NFKBID/PTGER4/GPX1/SOCS6/CEBPB",9,"11"
"GO:00461364","GO:0046136","positive regulation of vitamin metabolic process","2/70","3/15217",6.23940140539353e-05,0.00126419426635278,0.00067105617826098,"IL1B/TNF",2,"11"
"GO:00432701","GO:0043270","positive regulation of ion transport","7/70","218/15217",6.27123395898576e-05,0.00126419426635278,0.00067105617826098,"CCL2/IL1B/CCL4/EDN1/PDGFB/TMSB4X/APOE",7,"11"
"GO:00508653","GO:0050865","regulation of cell activation","10/70","480/15217",6.45291303990405e-05,0.00127835110867482,0.000678570874979451,"CCL2/IL1B/CD83/PDGFB/NR4A3/NFKBID/CDKN1A/SOCS6/APOE/CEBPB",10,"11"
"GO:00458402","GO:0045840","positive regulation of mitotic nuclear division","4/70","48/15217",6.85771182146769e-05,0.00133633944361,0.000709352085953921,"IL1B/EDN1/PDGFB/IL1A",4,"11"
"GO:00224072","GO:0022407","regulation of cell-cell adhesion","9/70","390/15217",7.10806326731522e-05,0.00137595158479221,0.000730378895505237,"CCL2/IL1B/CD83/CITED2/NR4A3/TNF/NFKBID/SOCS6/CEBPB",9,"11"
"GO:00485144","GO:0048514","blood vessel morphogenesis","10/70","488/15217",7.40600536870032e-05,0.00142166237338149,0.000754642972563988,"CCL2/IL1B/EGR3/C3/PTGS2/EDN1/C3AR1/IL1A/GPX1/APOE",10,"11"
"GO:00019362","GO:0001936","regulation of endothelial cell proliferation","5/70","95/15217",7.49157198226804e-05,0.00142193927949152,0.000754789959115727,"CCL2/EGR3/PDGFB/TNF/APOE",5,"11"
"GO:00713982","GO:0071398","cellular response to fatty acid","4/70","50/15217",8.06060595786429e-05,0.00152007427192499,0.000806881710145465,"CCL2/EDN1/PDK4/PTGER4",4,"11"
"GO:00323702","GO:0032370","positive regulation of lipid transport","4/70","53/15217",0.00010143132232573,0.0018275373477364,0.000970088427737707,"IL1B/SPP1/EDN1/APOE",4,"11"
"GO:00103324","GO:0010332","response to gamma radiation","4/70","54/15217",0.00010916737420244,0.0019142022076734,0.0010160916340856,"CCL2/EGR1/CDKN1A/GPX1",4,"11"
"GO:00157581","GO:0015758","glucose transport","5/70","103/15217",0.000110019148439662,0.0019142022076734,0.0010160916340856,"IL1B/C3/EDN1/NR4A3/TNF",5,"11"
"GO:00071594","GO:0007159","leukocyte cell-cell adhesion","8/70","340/15217",0.000161697119125297,0.00247455852985991,0.00131353846013055,"CCL2/IL1B/CD83/NR4A3/TNF/NFKBID/SOCS6/CEBPB",8,"11"
"GO:0051348","GO:0051348","negative regulation of transferase activity","8/70","342/15217",0.000168318252190091,0.00253605284098782,0.00134618070389688,"IL1B/DUSP6/TRIB1/GADD45B/SPRY2/CDKN1A/SOCS6/APOE",8,"11"
"GO:00068091","GO:0006809","nitric oxide biosynthetic process","4/70","62/15217",0.000187307860627969,0.00277919226708403,0.00147524331587297,"IL1B/PTGS2/EDN1/TNF",4,"11"
"GO:00025211","GO:0002521","leukocyte differentiation","9/70","444/15217",0.000189734151442231,0.00280097436699819,0.00148680563118474,"EGR1/CD83/TRIB1/KLF6/TNF/NFKBID/PTGER4/KLF10/CEBPB",9,"11"
"GO:00199153","GO:0019915","lipid storage","4/70","63/15217",0.000199316337618177,0.0028571166595503,0.0015166069309387,"IL1B/C3/TNF/APOE",4,"11"
"GO:00356903","GO:0035690","cellular response to drug","4/70","63/15217",0.000199316337618177,0.0028571166595503,0.0015166069309387,"CCL2/IL1B/CCL4/EDN1",4,"11"
"GO:00517023","GO:0051702","interaction with symbiont","4/70","63/15217",0.000199316337618177,0.0028571166595503,0.0015166069309387,"CCL4/GPX1/APOE/CFL1",4,"11"
"GO:19004072","GO:1900407","regulation of cellular response to oxidative stress","4/70","64/15217",0.000211870323091959,0.00296314332247749,0.00157288771713698,"NR4A3/MCL1/TNF/GPX1",4,"11"
"GO:00335981","GO:0033598","mammary gland epithelial cell proliferation","3/70","26/15217",0.00022466915121749,0.00310202477025037,0.00164660839128835,"ID2/GPX1/CEBPB",3,"11"
"GO:0008015","GO:0008015","blood circulation","9/70","459/15217",0.000242909171416223,0.003280389656357,0.00174128755729341,"SGK1/OLR1/PTGS2/ID2/EDN1/PDGFB/C3AR1/GPX1/APOE",9,"11"
"GO:00331984","GO:0033198","response to ATP","3/70","27/15217",0.000251921262005182,0.00336080027405926,0.00178397090370864,"CCL2/IL1B/PTGS2",3,"11"
"GO:00069701","GO:0006970","response to osmotic stress","4/70","67/15217",0.000252951098287046,0.00336080027405926,0.00178397090370864,"TSC22D2/PTGS2/TNF/DDX3X",4,"11"
"GO:00714962","GO:0071496","cellular response to external stimulus","7/70","275/15217",0.000264577220463759,0.00341867604033477,0.00181469236129191,"IL1B/PTGS2/NR4A2/PDK4/CDKN1A/PTGER4/KLF10",7,"11"
"GO:00003023","GO:0000302","response to reactive oxygen species","6/70","194/15217",0.000264635034706281,0.00341867604033477,0.00181469236129191,"KDM6B/EDN1/NR4A3/TNF/GPX1/APOE",6,"11"
"GO:00517812","GO:0051781","positive regulation of cell division","4/70","69/15217",0.000283334596437863,0.00356977166115463,0.00189489652971602,"IL1B/OSM/PDGFB/IL1A",4,"11"
"GO:00485454","GO:0048545","response to steroid hormone","8/70","373/15217",0.000303107819568931,0.00380250710987118,0.00201843653058326,"CCL2/SPP1/PTGS2/EDN1/NR4A3/NR4A2/TNF/CDKN1A",8,"11"
"GO:00096122","GO:0009612","response to mechanical stimulus","6/70","200/15217",0.000311654450106284,0.00387645088366242,0.00205768716441954,"CCL2/IL1B/BTG2/PTGS2/EDN1/PTGER4",6,"11"
"GO:0008202","GO:0008202","steroid metabolic process","7/70","284/15217",0.000321626970879624,0.00398354083000484,0.00211453235984196,"IL1B/CH25H/EGR1/SPP1/DHRS9/TNF/APOE",7,"11"
"GO:0051897","GO:0051897","positive regulation of protein kinase B signaling","5/70","133/15217",0.000363159827954796,0.00435047613570439,0.00230930796551066,"SPRY2/PDGFB/TNF/TNFAIP8L3/GPX1",5,"11"
"GO:0071774","GO:0071774","response to fibroblast growth factor","5/70","134/15217",0.000375901504822855,0.0044665044658423,0.00237089780962297,"CCL2/EGR3/DUSP6/IER2/SPRY2",5,"11"
"GO:0016053","GO:0016053","organic acid biosynthetic process","7/70","294/15217",0.000396209884838144,0.00465109033486705,0.00246887918094029,"IL1B/CH25H/PTGS2/EDN1/PDGFB/DHRS9/PDK4",7,"11"
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","6/70","210/15217",0.000404366957445926,0.00471038377768241,0.00250035316574676,"CCL2/SKIL/CITED2/EDN1/PDGFB/KLF10",6,"11"
"GO:00420603","GO:0042060","wound healing","9/70","492/15217",0.000404483861853673,0.00471038377768241,0.00250035316574676,"CCL2/ACTB/EDN1/PDGFB/PLAUR/IL1A/GPX1/ACTG1/APOE",9,"11"
"GO:00601372","GO:0060137","maternal process involved in parturition","2/70","7/15217",0.000431580192422019,0.00483336744233548,0.00256563502169815,"CCL2/EDN1",2,"11"
"GO:00076112","GO:0007611","learning or memory","6/70","218/15217",0.000493026858575143,0.00540246754265398,0.0028677231963815,"EGR2/BTG2/SGK1/PTGS2/APOE/CEBPB",6,"11"
"GO:00988692","GO:0098869","cellular oxidant detoxification","4/70","80/15217",0.000499030529085383,0.00540246754265398,0.0028677231963815,"PTGS2/TNF/GPX1/APOE",4,"11"
"GO:00352344","GO:0035234","ectopic germ cell programmed cell death","2/70","8/15217",0.0005737285088174,0.00603363994530481,0.00320276042255768,"IL1B/IL1A",2,"11"
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/70","83/15217",0.000573846016009148,0.00603363994530481,0.00320276042255768,"PTGS2/PLAUR/DDX3X/GPX1",4,"11"
"GO:00099912","GO:0009991","response to extracellular stimulus","8/70","422/15217",0.000686790711227565,0.00703657302731717,0.00373513464618741,"CCL2/SPP1/PTGS2/NR4A2/PDK4/CDKN1A/KLF10/APOE",8,"11"
"GO:00313492","GO:0031349","positive regulation of defense response","8/70","422/15217",0.000686790711227565,0.00703657302731717,0.00373513464618741,"IL1B/C3/CD14/PTGS2/OSM/IRAK2/TNF/PTGER4",8,"11"
"GO:0008217","GO:0008217","regulation of blood pressure","5/70","153/15217",0.000688491237021112,0.00703657302731717,0.00373513464618741,"SGK1/PTGS2/ID2/EDN1/PDGFB",5,"11"
"GO:19021051","GO:1902105","regulation of leukocyte differentiation","6/70","236/15217",0.000747890608441019,0.00741045507956982,0.00393359770505642,"CD83/TRIB1/TNF/NFKBID/KLF10/CEBPB",6,"11"
"GO:00421107","GO:0042110","T cell activation","8/70","429/15217",0.000764535483515359,0.00752436773843568,0.00399406451427127,"CCL2/IL1B/EGR1/CD83/NFKBID/PTGER4/SOCS6/CEBPB",8,"11"
"GO:00454462","GO:0045446","endothelial cell differentiation","4/70","90/15217",0.000778891427143506,0.00763993168302171,0.00405540785450204,"IL1B/KDM6B/TNF/GPX1",4,"11"
"GO:0030278","GO:0030278","regulation of ossification","5/70","163/15217",0.000915775797828307,0.00861475613729883,0.00457286153244809,"EGR2/SRGN/TNF/PTGER4/CEBPB",5,"11"
"GO:19045891","GO:1904589","regulation of protein import","5/70","163/15217",0.000915775797828307,0.00861475613729883,0.00457286153244809,"IL1B/PTGS2/TNF/CDKN1A/TMSB4X",5,"11"
"GO:0002699","GO:0002699","positive regulation of immune effector process","5/70","166/15217",0.000993743545716622,0.0091343156733638,0.00484865271892188,"CCL2/IL1B/C3/NR4A3/TNF",5,"11"
"GO:00108761","GO:0010876","lipid localization","7/70","346/15217",0.0010374109451767,0.00947610060234846,0.00503007806970547,"IL1B/SPP1/C3/EDN1/TNF/TNFAIP8L3/APOE",7,"11"
"GO:00345993","GO:0034599","cellular response to oxidative stress","6/70","253/15217",0.00107267093796112,0.00973732034677126,0.00516873802731182,"KDM6B/NR4A3/NR4A2/MCL1/TNF/GPX1",6,"11"
"GO:00323061","GO:0032306","regulation of prostaglandin secretion","2/70","11/15217",0.00111694605157685,0.00995376008768032,0.00528362798467356,"IL1B/EDN1",2,"11"
"GO:00603261","GO:0060326","cell chemotaxis","7/21","233/15217",1.74699919449475e-08,2.53489583121189e-05,1.14198578924341e-05,"CCL4/CH25H/LGALS9/SERPINE1/EGR3/CCL2/CCL3L3",7,"12"
"GO:0070555","GO:0070555","response to interleukin-1","5/21","105/15217",2.64864291072744e-07,0.000127332379693586,5.73640014434453e-05,"CCL4/LGALS9/CCL2/EGR1/CCL3L3",5,"12"
"GO:00713465","GO:0071346","cellular response to interferon-gamma","5/21","130/15217",7.68078486131612e-07,0.000185746980562828,8.36801298048651e-05,"CCL4/LGALS9/HLA-B/CCL2/CCL3L3",5,"12"
"GO:00714021","GO:0071402","cellular response to lipoprotein particle stimulus","3/21","19/15217",2.1639980847522e-06,0.000348884580108383,0.000157174597734634,"LPL/CCL2/APOE",3,"12"
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","4/21","78/15217",3.57781782518468e-06,0.000471946696758452,0.000212614820042076,"CCL4/LGALS9/SERPINE1/CCL2",4,"12"
"GO:00713475","GO:0071347","cellular response to interleukin-1","4/21","80/15217",3.95988539147851e-06,0.00047881614191961,0.000215709546325277,"CCL4/CCL2/EGR1/CCL3L3",4,"12"
"GO:00018198","GO:0001819","positive regulation of cytokine production","6/21","382/15217",9.48633301855698e-06,0.000860291825620386,0.000387566631876571,"LPL/LGALS9/SERPINE1/CD83/CCL2/EGR1",6,"12"
"GO:00321036","GO:0032103","positive regulation of response to external stimulus","5/21","256/15217",2.11525371459841e-05,0.00161538586309595,0.000727741028679011,"CCL4/LPL/LGALS9/SERPINE1/CCL2",5,"12"
"GO:0034371","GO:0034371","chylomicron remodeling","2/21","7/15217",3.79341811994534e-05,0.00242688691094588,0.00109332712227313,"LPL/APOE",2,"12"
"GO:00485113","GO:0048511","rhythmic process","5/21","290/15217",3.84689172651656e-05,0.00242688691094588,0.00109332712227313,"SERPINE1/EGR3/EGR2/EGR1/ID2",5,"12"
"GO:19030343","GO:1903034","regulation of response to wounding","4/21","146/15217",4.28663955793932e-05,0.00259163083273748,0.00116754524801768,"SPP1/SERPINE1/CCL2/APOE",4,"12"
"GO:00601351","GO:0060135","maternal process involved in female pregnancy","3/21","55/15217",5.67463660417887e-05,0.00294067775452269,0.00132479298165229,"SPP1/LGALS9/CCL2",3,"12"
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","4/21","171/15217",7.93602940636412e-05,0.00367668656370077,0.0016563693685358,"CCL4/LGALS9/CCL2/CCL3L3",4,"12"
"GO:00700982","GO:0070098","chemokine-mediated signaling pathway","3/21","66/15217",9.80175480875489e-05,0.00418304300808922,0.00188448598645102,"CCL4/CCL2/CCL3L3",3,"12"
"GO:0032602","GO:0032602","chemokine production","3/21","73/15217",0.000132398423696115,0.00519216521035303,0.00233910159645198,"LPL/LGALS9/EGR1",3,"12"
"GO:19059543","GO:1905954","positive regulation of lipid localization","3/21","73/15217",0.000132398423696115,0.00519216521035303,0.00233910159645198,"SPP1/LPL/APOE",3,"12"
"GO:00970062","GO:0097006","regulation of plasma lipoprotein particle levels","3/21","76/15217",0.00014925183444981,0.00555293363555576,0.00250162993774176,"LPL/LIPA/APOE",3,"12"
"GO:00019363","GO:0001936","regulation of endothelial cell proliferation","3/21","95/15217",0.000288952731110787,0.00964323235231239,0.00434433406419239,"EGR3/CCL2/APOE",3,"12"
"GO:00713476","GO:0071347","cellular response to interleukin-1","11/71","80/15217",8.26019369445569e-14,2.39876024886993e-10,1.37119215327965e-10,"CCL4/CCL3L3/CCL2/EGR1/CXCL8/IL1RN/IRAK2/EDN1/IL1A/HIF1A/CCL8",11,"13"
"GO:00975302","GO:0097530","granulocyte migration","11/71","103/15217",1.44634285818016e-12,1.73620482439586e-09,9.92458680611957e-10,"CCL4/CCL3L3/CCL2/IL1B/CXCL8/C3AR1/EDN1/IL1A/CSF1/CCL8/C5AR1",11,"13"
"GO:00026872","GO:0002687","positive regulation of leukocyte migration","10/71","108/15217",6.82985498142949e-11,2.20376654067458e-08,1.25972880768588e-08,"CCL4/CCL2/CXCL8/C3AR1/EDN1/IL1A/CSF1/CCL8/TNF/C5AR1",10,"13"
"GO:00105741","GO:0010574","regulation of vascular endothelial growth factor production","7/71","32/15217",1.09041089279409e-10,2.72819854157985e-08,1.55950743079289e-08,"CCL2/IL1B/PTGS2/C3AR1/IL1A/HIF1A/C5AR1",7,"13"
"GO:00016605","GO:0001660","fever generation","5/71","11/15217",8.66231798936161e-10,1.67702476274041e-07,9.58629857489352e-08,"IL1B/PTGS2/IL1RN/IL1A/TNF",5,"13"
"GO:00321037","GO:0032103","positive regulation of response to external stimulus","12/71","256/15217",2.11056755617318e-09,3.40504899062607e-07,1.94641230180416e-07,"CCL4/CCL2/IL1B/PTGS2/CXCL8/NFKBIA/C3AR1/EDN1/CSF1/OSM/TNF/C5AR1",12,"13"
"GO:00700983","GO:0070098","chemokine-mediated signaling pathway","7/71","66/15217",2.22562502762273e-08,3.07772146676972e-06,1.75930359326368e-06,"CCL4/CCL3L3/CCL2/CXCL8/EDN1/HIF1A/CCL8",7,"13"
"GO:00015251","GO:0001525","angiogenesis","13/71","409/15217",4.46168982778139e-08,5.28868402235356e-06,3.02314582545004e-06,"CCL2/EGR3/IL1B/PTGS2/CXCL8/C3AR1/EDN1/IL1A/GNA13/HIF1A/SAT1/C5AR1/GPX1",13,"13"
"GO:00485145","GO:0048514","blood vessel morphogenesis","14/71","488/15217",4.55293046001512e-08,5.28868402235356e-06,3.02314582545004e-06,"CCL2/EGR3/IL1B/PTGS2/CXCL8/C3AR1/EDN1/IL1A/GNA13/HIF1A/SAT1/APOE/C5AR1/GPX1",14,"13"
"GO:00400174","GO:0040017","positive regulation of locomotion","13/71","435/15217",9.15705487533903e-08,8.86402911932818e-06,5.0669036976876e-06,"CCL4/CCL2/IL1B/PTGS2/CXCL8/C3AR1/EDN1/IL1A/CSF1/HIF1A/CCL8/TNF/C5AR1",13,"13"
"GO:00316634","GO:0031663","lipopolysaccharide-mediated signaling pathway","6/71","49/15217",9.9292216709117e-08,9.30143862333148e-06,5.31693805603659e-06,"CCL2/IL1B/TRIB1/NFKBIA/IRAK2/TNF",6,"13"
"GO:00435233","GO:0043523","regulation of neuron apoptotic process","9/71","182/15217",1.61718369265093e-07,1.42312164953282e-05,8.13492402969862e-06,"CCL2/NR4A3/MCL1/NR4A2/BTG2/HIF1A/APOE/C5AR1/GPX1",9,"13"
"GO:00434105","GO:0043410","positive regulation of MAPK cascade","13/71","459/15217",1.70394866048672e-07,1.45537262060395e-05,8.31927875414104e-06,"CCL4/CCL3L3/CCL2/IL1B/IRAK2/EDN1/CCL8/GPR183/OSM/TNF/GADD45B/UBC/C5AR1",13,"13"
"GO:00104695","GO:0010469","regulation of receptor activity","13/71","469/15217",2.1829399840445e-07,1.76914941351643e-05,1.01129064271256e-05,"CCL4/CCL3L3/CCL2/IL1B/SPP1/CXCL8/IL1RN/EDN1/IL1A/CSF1/CCL8/OSM/TNF",13,"13"
"GO:00025266","GO:0002526","acute inflammatory response","8/71","136/15217",2.19316042997904e-07,1.76914941351643e-05,1.01129064271256e-05,"IL1B/PTGS2/C3AR1/IL1RN/IL1A/OSM/TNF/C5AR1",8,"13"
"GO:19040185","GO:1904018","positive regulation of vasculature development","8/71","140/15217",2.74168553997426e-07,2.15185265083385e-05,1.23005351252899e-05,"EGR1/IL1B/PTGS2/CXCL8/C3AR1/IL1A/HIF1A/C5AR1",8,"13"
"GO:00092661","GO:0009266","response to temperature stimulus","9/71","210/15217",5.4327751343801e-07,3.66901836982321e-05,2.09730388908627e-05,"CCL2/PTGS2/IER5/NFKBIA/IL1A/BAG3/DNAJA4/OSM/CDKN1A",9,"13"
"GO:19055232","GO:1905523","positive regulation of macrophage migration","4/71","16/15217",7.59024984881315e-07,4.79175773064204e-05,2.73909016283257e-05,"CCL2/C3AR1/CSF1/C5AR1",4,"13"
"GO:00310996","GO:0031099","regeneration","8/71","163/15217",8.75531100881613e-07,5.29696316033376e-05,3.02787839054891e-05,"CCL2/SPP1/NR4A3/NFKBIA/CDKN1A/APOE/C5AR1/GPX1",8,"13"
"GO:00509204","GO:0050920","regulation of chemotaxis","8/71","163/15217",8.75531100881613e-07,5.29696316033376e-05,3.02787839054891e-05,"CCL4/CCL2/CXCL8/C3AR1/EDN1/CSF1/GPR183/C5AR1",8,"13"
"GO:00513533","GO:0051353","positive regulation of oxidoreductase activity","5/71","40/15217",1.11083288561364e-06,6.20357442273462e-05,3.54612036561277e-05,"IL1B/EDN1/HIF1A/TNF/APOE",5,"13"
"GO:0002673","GO:0002673","regulation of acute inflammatory response","6/71","82/15217",2.2030994273658e-06,0.000103190334468875,5.89862104746326e-05,"IL1B/PTGS2/C3AR1/OSM/TNF/C5AR1",6,"13"
"GO:00316225","GO:0031622","positive regulation of fever generation","3/71","7/15217",3.36155657853286e-06,0.000142375643417397,8.13855261958949e-05,"IL1B/PTGS2/TNF",3,"13"
"GO:0051384","GO:0051384","response to glucocorticoid","7/71","137/15217",3.38289235392575e-06,0.000142375643417397,8.13855261958949e-05,"CCL2/PTGS2/EIF4E/IL1RN/EDN1/CDKN1A/TNF",7,"13"
"GO:20012343","GO:2001234","negative regulation of apoptotic signaling pathway","8/71","196/15217",3.4897037060489e-06,0.000144772850890943,8.27558307434453e-05,"IL1B/PTGS2/MCL1/IL1A/NR4A2/HIF1A/TNF/GPX1",8,"13"
"GO:00457875","GO:0045787","positive regulation of cell cycle","10/71","340/15217",3.74279460709724e-06,0.000153085570971977,8.75075922222736e-05,"IL1B/ID2/NR4A3/CCNL1/EIF4E/EDN1/IL1A/BTG2/CDKN1A/UBC",10,"13"
"GO:00323703","GO:0032370","positive regulation of lipid transport","5/71","53/15217",4.6221433971984e-06,0.000183872663362523,0.000105106274511635,"IL1B/SPP1/NFKBIA/EDN1/APOE",5,"13"
"GO:19016524","GO:1901652","response to peptide","11/71","450/15217",6.92238178217132e-06,0.000251282458692819,0.000143639421980055,"CCL2/EGR2/EGR1/IL1B/PTGS2/NR4A3/NFKBIA/EDN1/NR4A2/BTG2/KLF10",11,"13"
"GO:00450805","GO:0045080","positive regulation of chemokine biosynthetic process","3/71","9/15217",8.01377925923469e-06,0.000280385722515874,0.000160275585184694,"EGR1/IL1B/TNF",3,"13"
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation","8/71","226/15217",9.951632736628e-06,0.000314460870751004,0.000179753803528467,"NR4A3/TRIB1/NFKBIA/KLF10/CSF1/HIF1A/TNF/MAFB",8,"13"
"GO:00069795","GO:0006979","response to oxidative stress","10/71","380/15217",9.9622589907343e-06,0.000314460870751004,0.000179753803528467,"PTGS2/NR4A3/KDM6B/EDN1/MCL1/NR4A2/HIF1A/TNF/APOE/GPX1",10,"13"
"GO:0060759","GO:0060759","regulation of response to cytokine stimulus","7/71","162/15217",1.02189515669013e-05,0.000319095003766467,0.000182402791409207,"IL1RN/IRAK2/EDN1/CSF1/HIF1A/TNF/UBC",7,"13"
"GO:19004073","GO:1900407","regulation of cellular response to oxidative stress","5/71","64/15217",1.18022131370468e-05,0.000360775020526146,0.000206228145342081,"NR4A3/MCL1/HIF1A/TNF/GPX1",5,"13"
"GO:00486601","GO:0048660","regulation of smooth muscle cell proliferation","6/71","111/15217",1.28104897840611e-05,0.000379608799315445,0.000216994010627975,"ID2/PTGS2/NR4A3/TRIB1/EDN1/TNF",6,"13"
"GO:0038034","GO:0038034","signal transduction in absence of ligand","5/71","68/15217",1.59044291491857e-05,0.000424340865856759,0.000242563993568258,"IL1B/MCL1/IL1A/BAG3/TNF",5,"13"
"GO:19010994","GO:1901099","negative regulation of signal transduction in absence of ligand","4/71","33/15217",1.60735176460894e-05,0.000424340865856759,0.000242563993568258,"IL1B/MCL1/IL1A/TNF",4,"13"
"GO:00506732","GO:0050673","epithelial cell proliferation","9/71","321/15217",1.74528059111239e-05,0.000456603138431566,0.000261005926238429,"CCL2/EGR3/ID2/NR4A3/HIF1A/TNF/APOE/C5AR1/GPX1",9,"13"
"GO:19059526","GO:1905952","regulation of lipid localization","6/71","119/15217",1.90663853894644e-05,0.000494364135455398,0.000282591069165276,"IL1B/SPP1/NFKBIA/EDN1/TNF/APOE",6,"13"
"GO:00712164","GO:0071216","cellular response to biotic stimulus","7/71","180/15217",2.02615184113507e-05,0.000520703092624447,0.000297647084626922,"CCL2/IL1B/CXCL8/TRIB1/NFKBIA/IRAK2/TNF",7,"13"
"GO:00352833","GO:0035283","central nervous system segmentation","2/71","2/15217",2.14648001118346e-05,0.000528252368853964,0.000301962442251233,"EGR2/MAFB",2,"13"
"GO:00069596","GO:0006959","humoral immune response","7/71","183/15217",2.25408993584573e-05,0.000540981584602976,0.000309238784587101,"CCL2/CD83/C3AR1/GPR183/HLA-DQB1/TNF/C5AR1",7,"13"
